record_id,province,tourism_city,destination_type,season,weather_condition,tourism_event_type,transport_mode_priority,tourist_arrivals,domestic_tourists,international_tourists,average_stay_days,repeat_visit_rate,hotel_occupancy_rate,available_hotel_rooms,homestay_availability_index,high_speed_rail_access_score,metro_access_score,tourist_bus_capacity,airport_connectivity_score,traffic_congestion_index,public_facility_usage_rate,smart_tourism_service_score,public_toilet_availability_score,tourist_information_center_score,public_safety_score,tourist_satisfaction_score,social_media_sentiment_score,online_search_trend_index,online_review_volume,e_ticket_booking_rate,regional_income_index,tourism_revenue_yuan,local_business_revenue_yuan,employment_support_index,tourism_gdp_contribution_rate,infrastructure_availability_score,transport_service_score,accommodation_capacity_score,promotion_investment_score,heritage_site_capacity_score,operational_cost_yuan,resource_utilization_rate,decision_response_time_min,crowd_risk_index,environmental_pressure_index,economic_impact_score,tourism_demand_score,resource_pressure_score,demand_category,resource_allocation_decision,public_management_action
7297,Tibet,Hangzhou,Coastal_Tourism_Zone,National_Day_Golden_Week,Rainy,Dragon_Boat_Event,Tourist_Bus,49601,44419,5182,1.83,54.65,38.34,7907,76.67,56.12,15.74,9214,23.71,42.37,45.63,37.6,65.54,51.04,58.36,4.3,0.713,17.59,46583,34.08,56.11,8606657.33,6444221.36,37.95,17.48,78.05,35.18,47.62,97.2,21.7,1219823.73,47.22,95.93,90.25,93.01,54.46,42.73,57.85,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
7298,Xinjiang,Lhasa,Pilgrimage_Tourism_Area,National_Day_Golden_Week,Cloudy,No_Major_Event,Metro_Service,46999,36843,10156,3.7,21.68,98.58,3950,49.7,72.45,28.94,46223,39.66,67.85,79.27,30.4,45.16,22.27,62.96,4.96,0.867,91.92,11812,68.53,129.77,3823815.22,4242795.6,92.55,13.94,94.81,78.87,28.52,44.86,81.03,8890975.81,67.93,141.93,51.17,62.95,49.42,68.4,68.87,High,Accommodation_Focused,Expand_Accommodation_Capacity
7299,Guizhou,Kunming,Mountain_Scenic_Area,National_Day_Golden_Week,Cloudy,Food_Tourism_Festival,Airport_Shuttle,86680,66251,20429,1.04,48.54,61.18,4284,39.05,66.82,46.59,27823,96.2,44.05,68.48,54.35,40.8,68.88,73.26,4.31,0.435,42.37,11930,30.03,77.72,555835.91,8377367.23,43,32.68,83.59,39.27,88.7,51.2,61.25,3121326.01,61.91,86.84,89.77,48.8,48.39,54.18,64.55,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
7300,Guangdong,Kunming,Pilgrimage_Tourism_Area,Labour_Day_Holiday,Cloudy,Coastal_Leisure_Event,Private_Car,59405,43541,15864,5.14,40.66,77.77,5605,79.95,97.88,58.37,35236,37.04,39.04,62.19,84.05,53.08,70.75,84.02,2.96,0.536,51.92,36492,32.53,58.21,1167819.44,4423003.87,48.32,25.4,53.34,55.69,33.95,94.59,89.74,8382879.25,51.18,123.3,21.65,65.9,37.25,53.31,51.43,Moderate,Infrastructure_Focused,Increase_Public_Facilities
7301,Chongqing,Luoyang,Historical_Cultural_City,Labour_Day_Holiday,Cold,Mountain_Adventure_Event,Private_Car,97867,80303,17564,3.39,20.1,47.01,2089,59.49,92.9,15.29,43254,63.24,49.59,64.18,76.26,92.04,75.94,86.65,2.39,0.191,68.64,46509,27.88,96.3,5649059.39,1446674.98,90.38,30.09,35.72,48.33,57.67,70.63,54.02,1766273.63,81.01,164.75,31.47,44.05,51.83,51.75,50.95,Moderate,Infrastructure_Focused,Increase_Public_Facilities
7302,Yunnan,Zhangjiajie,Rural_Tourism_Village,Chinese_New_Year,Humid,Cultural_Heritage_Exhibition,High_Speed_Rail,26661,22453,4208,4.53,40.47,85.04,7577,86.4,61.07,35.42,11339,27.99,73.94,79.44,28.18,70.63,37.35,75.58,3.83,0.966,69.77,11816,68.83,65,8349876.99,4531093.64,66.13,5.22,96.89,96.58,35.24,62.67,68.41,10030280.27,96.94,177.51,86.88,54.33,50.69,60.64,72.1,High,Risk_Control_Allocation,Control_Crowd_Risk
7303,Fujian,Qingdao,Ethnic_Cultural_Tourism_Area,National_Day_Golden_Week,Hot,Dragon_Boat_Event,Airport_Shuttle,79396,74304,5092,6.56,37.79,79.49,9438,22.86,72.14,41.25,40760,23.63,43.32,51.42,56.09,27.01,29.2,66.54,4.86,0.663,17.18,32614,18.98,49.32,195262.58,52044.57,75.68,31.75,66.39,39.3,66.37,12.14,75.54,10881933.65,39.85,45.37,21.09,59.4,32.22,53.76,51.22,Moderate,Balanced_Allocation,Balanced_Public_Management
7304,Jiangxi,Suzhou,Urban_Commercial_Tourism_Hub,Labour_Day_Holiday,Cold,Dragon_Boat_Event,Metro_Service,48221,34747,13474,4.86,20.87,57.41,6481,28.41,26.55,42.07,11137,86.9,17.15,62.81,21.63,43.84,72.63,72.73,4,0.937,80.18,28674,23.77,71.22,8504321.13,1711654.48,44.49,6.8,37.7,35.31,25.84,25.35,63.61,1579403.74,55.6,5.87,30.53,93.15,38.44,56.13,47.63,Moderate,Promotion_Focused,Increase_Promotion_Investment
7305,Henan,Lhasa,Historical_Cultural_City,Autumn,Pleasant,Lantern_Festival,Metro_Service,83400,68171,15229,5.66,8.97,58.04,2892,50.81,57.22,55.7,1663,26.68,76.71,58.13,54.93,72.43,52.4,31.87,3.1,0.344,26.71,11009,49.21,122.33,2768846.71,2833809.85,59.87,30.11,90.31,34.72,58.94,21.62,37.11,8229067.5,60.76,52.41,77.27,61.05,41.34,47.4,67.15,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
7306,Jiangsu,Guilin,Mountain_Scenic_Area,Summer,Humid,Food_Tourism_Festival,Metro_Service,42991,35279,7712,4.31,31.19,78.59,977,46.29,60.99,23.14,6451,26.53,79.5,81.35,20.8,99.79,68.1,49.86,3.63,0.426,21.83,45555,46.71,113.39,2726965.79,6714204.05,48.23,3.67,41.69,54.93,40.15,23.42,91.91,11022568.06,36.01,75.89,66.78,34.22,38.54,43.22,67.36,Moderate,Transport_Focused,Improve_Transport_Service
7307,Guangdong,Lhasa,Mountain_Scenic_Area,Summer,Humid,Lantern_Festival,Shared_Bicycle,111373,103885,7488,6.24,26.42,58.57,7333,23.83,26.08,80.01,18249,77.96,41.66,76.65,74.23,42.24,85.64,97.68,4.4,0.428,28.8,12225,54.67,70.26,12779765.49,8288203.85,74.75,24.64,25.37,84.53,32.67,29.86,33.35,11319856.19,89.45,46.88,92.12,74.91,81.39,58.28,70.9,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
7308,Shaanxi,Luoyang,Eco_Tourism_Zone,Labour_Day_Holiday,Snowy,Lantern_Festival,Ferry_Service,116817,89604,27213,5.22,24.12,95.78,2619,41.68,35.69,48.57,30342,57.29,34.35,57.05,46.5,53.52,21.28,32.27,3.25,0.606,96.04,41707,85.51,117.94,12584094.62,818317.89,86.82,32.63,50.3,36.71,68.62,32.65,41.54,7196504.86,39.65,117.12,40.89,34.43,66.39,83.2,57.57,Very_High,Risk_Control_Allocation,Control_Crowd_Risk
7309,Zhejiang,Xi_an,Pilgrimage_Tourism_Area,National_Day_Golden_Week,Pleasant,Cultural_Heritage_Exhibition,Airport_Shuttle,95499,70276,25223,7.06,47.82,55.78,10544,58.45,65.7,40.09,13065,33.46,17.76,61.62,58.99,93.56,23.88,51.15,3.25,0.161,7.84,14214,75.58,59.7,13650926.64,2806523.84,74.87,21.79,66.88,38.81,42.52,53.79,39.31,6155863.81,33.84,9.01,53.24,33.31,67.08,49.45,48.52,Moderate,Infrastructure_Focused,Increase_Public_Facilities
7310,Jiangsu,Chongqing,Historical_Cultural_City,Winter,Pleasant,Business_Expo,Shared_Bicycle,117692,95517,22175,6.29,48.44,52.08,3432,76.64,82.5,19.4,19055,54.52,72.13,84.62,60.53,93.63,64.14,92.04,4.41,0.898,9.77,5922,46.25,113.35,3472064.94,3079257.62,86.54,27.16,81.99,70.64,47.01,28.73,59.25,5230664.42,41.33,66.7,36.96,84.59,49.15,65.03,68.08,High,Balanced_Allocation,Balanced_Public_Management
7311,Beijing,Chongqing,Coastal_Tourism_Zone,Labour_Day_Holiday,Clear,Business_Expo,Metro_Service,110111,95461,14650,2.62,60.82,83.69,4328,39.53,92.92,54.77,1254,67.34,29.71,64.78,81.68,25.94,55.67,90.58,4.49,0.638,11.56,42660,26.64,60.41,4184369.23,2111084.22,59.92,17.85,43.96,59,69.5,66.57,60.46,149301.45,98.37,17.52,92.16,81.5,37.75,63.46,71.35,High,Risk_Control_Allocation,Control_Crowd_Risk
7312,Chongqing,Zhangjiajie,Mountain_Scenic_Area,Spring,Snowy,Coastal_Leisure_Event,Shared_Bicycle,78356,72554,5802,4.67,9.56,41.67,1126,84.54,31.43,93.54,19195,65.73,14.73,67.57,62.6,84.66,69.73,36.44,4.45,0.756,17.48,38407,33.95,49.97,3540508.07,5405594.21,50.14,9.54,64.64,75.86,86.99,84.84,36.96,5104437.82,73.15,152.22,44.31,17.61,39.63,47.65,41.47,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
7313,Henan,Shanghai,Coastal_Tourism_Zone,National_Day_Golden_Week,Cloudy,Business_Expo,Shared_Bicycle,99097,77748,21349,7.12,59.89,71.02,11866,88.14,56.4,47.13,28104,67.56,29.31,94.54,66.2,59.07,79.61,94.58,3.62,0.766,21.4,36259,55.84,53.41,8227083.22,1491655.84,60.57,11.15,53.9,78.52,66.66,17.94,66.16,8955069.88,37.92,73.12,60.88,29.81,42.94,65.15,61.57,High,Public_Facility_Focused,Balanced_Public_Management
7314,Hunan,Shanghai,Coastal_Tourism_Zone,Dragon_Boat_Festival,Cloudy,Business_Expo,Tourist_Bus,99835,77902,21933,7.01,46.43,74.9,2533,40.68,78.34,84.52,58201,71.71,31.93,35.9,27.76,33.58,35.9,38.68,4.18,0.282,41.72,1562,96.87,98.24,759955.15,8516000.13,74.8,20.82,86.23,37.08,90.84,90.45,69.9,10052777.01,88.24,75.38,56,57.16,52.46,63.59,53.43,High,Risk_Control_Allocation,Control_Crowd_Risk
7315,Fujian,Guangzhou,Pilgrimage_Tourism_Area,Chinese_New_Year,Snowy,Cultural_Heritage_Exhibition,High_Speed_Rail,78758,62867,15891,4.34,45.59,54.71,11043,52.27,80.86,47.93,14217,43.01,21.52,64.04,63.35,74.1,76.93,98.97,2.67,0.624,79.74,20445,85.37,118.8,3600717.84,3709845.46,31.62,6.13,32.65,55.72,61.86,30.66,24.93,1096810.4,30.97,23.61,71.14,46.17,29.06,65.71,53.29,High,Promotion_Focused,Increase_Promotion_Investment
7316,Shanghai,Kunming,Ethnic_Cultural_Tourism_Area,Spring,Rainy,Food_Tourism_Festival,Metro_Service,72862,54528,18334,3.2,64.55,95.87,2320,97.24,30.95,92.35,64320,20.74,59.18,52.75,25.35,60.9,80.35,35.82,3.16,0.755,18.58,37200,60.89,75.75,14715091.39,4553607.13,79.18,21.88,86.22,84.46,41.62,72.5,86.43,492617.85,90.86,151.42,61.77,81.01,75.53,63.29,67.79,High,Risk_Control_Allocation,Control_Crowd_Risk
7317,Jiangsu,Qingdao,Historical_Cultural_City,Spring,Cloudy,Mountain_Adventure_Event,Tourist_Bus,6025,5751,274,2.47,12.43,61.63,591,68.62,51.35,40.52,25592,21.43,40.66,35.74,96.04,81.06,78.16,68.71,3.46,0.238,59.71,15365,73.89,116.37,4341871.41,6352070.35,59.17,8.02,47.85,34.85,61.85,94.87,51.99,9291494.74,30.64,161.36,41.01,12.7,45.78,34.82,36.6,Low,Infrastructure_Focused,Increase_Public_Facilities
7318,Hunan,Xi_an,Historical_Cultural_City,National_Day_Golden_Week,Humid,No_Major_Event,Ferry_Service,64077,54449,9628,2.36,53.78,52.93,11404,53.96,33.18,37.94,62252,85.68,44.43,68.98,44.85,64.35,66.29,67.41,3.45,0.287,5.57,29711,21.3,113.05,9800135.55,1236854.42,30.05,19.27,75.84,30.13,91.3,87.03,69.59,6437877.35,31.5,64.11,75.88,67.06,41.52,38.04,60.77,Low,Low_Demand_Maintenance,Maintain_Current_Resources
7319,Tibet,Shenzhen,Coastal_Tourism_Zone,Chinese_New_Year,Clear,Cultural_Heritage_Exhibition,Tourist_Bus,109394,85910,23484,2.01,41.82,78.8,1588,73.27,68.57,83.46,55134,70.68,70.74,27.35,75.49,90.01,44.56,93.77,2.85,0.175,65.98,1181,54.25,108.14,13504933.01,7627046.94,73.72,9.23,46.41,60.61,32.94,44.79,37.65,7446551.58,79.82,118.97,46.22,66.08,74.82,64.01,60.09,High,Infrastructure_Focused,Increase_Public_Facilities
7320,Tibet,Sanya,Ethnic_Cultural_Tourism_Area,Labour_Day_Holiday,Rainy,Temple_Fair,Private_Car,32067,25872,6195,8,17.22,81.16,3032,51.59,65.13,58.88,57329,37.28,53.63,73.68,57.46,45.68,30.94,32.66,3.08,0.577,19.98,2539,49.22,45.22,4045908.46,7359372.13,93.9,24.26,95.43,48.73,52.01,83.71,87,10601348.24,89.37,85.93,58.25,36.24,63.06,42.51,58.74,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
7321,Guangdong,Urumqi,Rural_Tourism_Village,Autumn,Humid,Business_Expo,Shared_Bicycle,32007,29697,2310,5.64,51.94,62.32,9034,99.33,25.42,79.03,54162,65.18,67.5,45.33,30.9,23.91,63.1,81.93,2.32,0.795,33.16,11361,29.96,127.66,4992469.44,8526903.55,49.23,12.14,96.75,52.98,82.33,53.95,70.75,6811579.46,53.2,132.68,30.27,29.75,52.5,45.99,46.07,Moderate,Balanced_Allocation,Balanced_Public_Management
7322,Zhejiang,Lhasa,Mountain_Scenic_Area,National_Day_Golden_Week,Humid,Lantern_Festival,High_Speed_Rail,10928,9635,1293,3.2,28.44,46.61,9294,22.48,53.79,94.29,61706,30.15,33.88,37.02,71.03,45.05,46.73,50.12,4.55,0.955,77.88,49108,49.48,129.35,9363203.91,790166.91,73.81,16.68,81.64,92.88,54.48,86.49,34.37,11229679.1,88.3,35.29,55.62,85.36,49.17,48,44.85,Moderate,Infrastructure_Focused,Increase_Public_Facilities
7323,Shaanxi,Urumqi,Mountain_Scenic_Area,Summer,Pleasant,Mountain_Adventure_Event,Ferry_Service,73746,62888,10858,3.05,22.4,75.44,682,31.01,45.51,30.13,55480,34.08,97.16,70.65,54.52,41.98,66.51,35.69,4.2,0.412,95.77,45556,18.22,46.87,604009.32,1058620.05,55.43,18,44.5,45.56,76.65,28,74.19,11274631.97,85.93,69.74,22.58,61.23,25.41,58.37,65.15,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
7324,Hubei,Guilin,Historical_Cultural_City,Chinese_New_Year,Cold,Business_Expo,Private_Car,82292,73565,8727,3.14,40.91,50.92,11836,81.85,86.06,44.77,40241,78.89,24.39,48.5,26.63,78.45,22.3,39.6,3.46,0.219,89.62,11374,43.6,61.13,2655034.06,1517842.72,88.57,27.38,82.03,78.8,66.16,15.67,59.01,6993680.45,79.88,87.92,86.32,67.15,43.51,55.65,55.92,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
7325,Guangdong,Nanchang,Pilgrimage_Tourism_Area,Summer,Rainy,No_Major_Event,Ferry_Service,85993,77513,8480,7.11,35.19,49.24,3622,85.08,94.15,39.1,34944,91.38,67.44,53.59,63.66,78.53,92.27,44.32,4.69,0.92,62.91,41422,55.13,57.08,8214285.82,5243544.43,28.64,20.37,47.66,79.26,73.53,68.03,51.68,1192815.28,83.02,23.99,69.07,59.49,49.04,65.32,61.19,High,Risk_Control_Allocation,Control_Crowd_Risk
7326,Tibet,Chengdu,Pilgrimage_Tourism_Area,Labour_Day_Holiday,Cold,Business_Expo,Airport_Shuttle,98212,75290,22922,4.59,16.95,71.99,4179,62.78,53.92,44.47,26665,79.68,90.15,77.19,50.64,70.77,86.6,79.25,3.46,0.195,71.46,7541,59.28,51.64,8585703.29,5313054.83,86.32,12.5,34.46,83,51.74,45.55,84.82,5983587.34,78.79,75.59,65.8,89.83,61.37,59.74,78.55,Moderate,Infrastructure_Focused,Increase_Public_Facilities
7327,Guangxi,Xiamen,Coastal_Tourism_Zone,Labour_Day_Holiday,Pleasant,Business_Expo,Tourist_Bus,10427,7904,2523,2.9,49.67,98.11,6916,43.57,43.03,25.03,41462,35.82,16.17,33.31,59.16,57.02,80,59.95,4.06,0.174,74.02,16812,65.08,85.96,997017.49,1072432.72,45.07,23.94,35.22,57.39,92.09,63.62,44.36,4128024.15,58.31,11.08,35.16,74.04,26.15,45.72,44.34,Moderate,Infrastructure_Focused,Increase_Public_Facilities
7328,Shandong,Shenzhen,Ethnic_Cultural_Tourism_Area,Labour_Day_Holiday,Humid,Cultural_Heritage_Exhibition,Shared_Bicycle,95093,90529,4564,6.59,25.78,79.33,4259,76.75,84.16,36.5,47020,58.47,28.16,67.46,86.41,28.41,81.52,61.83,3.7,0.421,72.9,12142,58.16,111.15,6678046.99,6468063.61,28.93,22.58,76.45,52.49,59.2,16.99,53.21,5200708.21,76.92,152.27,31.55,49.39,49.81,65.17,53.56,High,Balanced_Allocation,Balanced_Public_Management
7329,Fujian,Zhangjiajie,Ethnic_Cultural_Tourism_Area,National_Day_Golden_Week,Humid,No_Major_Event,Ferry_Service,97937,74880,23057,6.25,36.04,86.85,10363,34.43,98.61,52.1,47262,53.14,82.79,95.43,48.92,61.72,37.2,57.88,2.36,0.386,58.4,1949,67.15,122.34,7025559.1,6183859.9,48.06,19.32,35.61,90.62,98.67,77.5,64.54,7063954.61,77.99,113.24,68.28,38.94,53.31,66.01,77.77,High,Public_Facility_Focused,Balanced_Public_Management
7330,Shaanxi,Zhangjiajie,Mountain_Scenic_Area,Labour_Day_Holiday,Pleasant,Dragon_Boat_Event,Private_Car,21622,17979,3643,4.27,24.46,80.64,7495,39.09,49.05,25.14,20136,92.5,32.76,27.97,73.74,94.92,30.82,56.47,2.27,0.743,93.05,47081,45.77,119.4,879292.76,3470209.32,69.23,19.21,48.94,50.47,37.25,17.57,86.75,337950.05,53.73,87.25,43.48,50.73,36.68,54.72,43.25,Moderate,Promotion_Focused,Increase_Promotion_Investment
7331,Tibet,Zhangjiajie,Mountain_Scenic_Area,National_Day_Golden_Week,Cold,Temple_Fair,High_Speed_Rail,101444,96967,4477,5.82,33.1,58.84,9132,83.23,28.73,90.65,64253,39.57,50.77,41.27,55.16,90.65,34.76,48.85,2.46,0.307,7.57,31855,42.81,98.71,6461284.71,3143625.05,30.11,11.78,81.53,80.63,32.32,28.87,48.38,9608253.92,91,139.76,92.98,82.99,36.05,49.62,66.01,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
7332,Shandong,Zhangjiajie,Pilgrimage_Tourism_Area,Winter,Pleasant,Coastal_Leisure_Event,Tourist_Bus,37985,31152,6833,6.17,22.23,93.04,2016,75.63,79.45,85.95,23019,33.83,71.57,83.37,48.55,21.45,23.59,30.32,4.26,0.529,12.52,36085,89.85,77.6,1902662.04,5204748.84,34.37,30.3,89.03,90.67,59.56,14.81,46.22,6629575.66,49.74,155.43,38.09,91.59,39.61,48.53,69.51,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
7333,Xinjiang,Nanchang,Urban_Commercial_Tourism_Hub,Spring,Clear,Coastal_Leisure_Event,Metro_Service,50876,42917,7959,1.35,35.41,86.75,2160,63.41,79.87,58.48,53309,96.42,71.25,87.52,33.43,87.03,24.71,83.2,4.15,0.899,97.95,38589,39.61,115.48,11055482.03,7652485.8,40.29,30.18,47.09,81.67,46.5,97.67,62.68,8827656.41,42.25,149.66,38,8.19,69.2,66.98,60.19,High,Accommodation_Focused,Expand_Accommodation_Capacity
7334,Guizhou,Chongqing,Urban_Commercial_Tourism_Hub,Winter,Clear,Temple_Fair,High_Speed_Rail,116081,105820,10261,7.13,17.16,79.22,6763,33.74,50.03,20.06,23687,24.8,35.49,56.27,53.26,62.24,52.11,72.74,2.61,0.247,47.3,20961,17.96,67.51,5348632.95,3247870.42,40.81,5.4,40.95,66.13,74.2,35.56,94.04,3850119.97,34.82,134.38,80.28,14.68,33.87,58.46,60.1,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
7335,Shanghai,Guilin,Coastal_Tourism_Zone,Labour_Day_Holiday,Cold,No_Major_Event,Metro_Service,18847,15109,3738,3.01,24.12,69.65,10822,87.39,67.28,31.66,16993,21.23,53.44,37.22,28.62,49.79,50.14,56.33,2.28,0.712,45.15,25585,25.12,58.82,12790844.55,6721505.98,76.11,34.89,61.66,41.39,71.56,76.81,74.12,8529219.09,37.44,30.74,11.56,26.37,81.5,41.73,37.72,Low,Low_Demand_Maintenance,Maintain_Current_Resources
7336,Shanghai,Guiyang,Urban_Commercial_Tourism_Hub,Spring,Clear,Lantern_Festival,Airport_Shuttle,22364,18415,3949,7.87,20.15,58.15,4992,25.74,31.13,84.49,28130,38.38,11.38,59.59,77.19,50.36,27.69,56.17,3.1,0.678,67.62,33722,45.74,91.58,5722888.46,3116814.7,29.26,24.31,61.2,58.43,97.48,17.08,87.13,8750344.58,72.81,162.84,78.89,54.58,39.05,45.27,48.85,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
7337,Sichuan,Luoyang,Ethnic_Cultural_Tourism_Area,Labour_Day_Holiday,Cloudy,Business_Expo,Metro_Service,49383,39492,9891,7.36,28.57,63.77,9113,72.63,75.59,74.29,537,74.71,10.4,70.97,94.39,25.72,35,30.23,4.62,0.81,84.25,34483,57.83,57.33,1388649.18,7854848.9,49.27,5.75,81.54,69.96,91.37,30.39,65.39,2115550.66,39.37,129.51,8.99,55.68,39.68,59.95,40.35,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
7338,Guizhou,Xi_an,Urban_Commercial_Tourism_Hub,Labour_Day_Holiday,Rainy,No_Major_Event,Metro_Service,109468,86367,23101,1.14,55.32,54.87,7970,79.92,78.25,85.23,2927,40.47,30.58,42.92,28.33,65.03,98.81,74.71,2.55,0.749,21.24,27528,91.06,73.04,14952651.45,1466458.51,25.79,14.88,50.21,83.69,49.89,64.15,27.51,4043581.99,84.52,91.75,56.35,33.91,51.36,67.66,49.04,High,Infrastructure_Focused,Increase_Public_Facilities
7339,Hainan,Guiyang,Rural_Tourism_Village,Dragon_Boat_Festival,Clear,Business_Expo,Airport_Shuttle,19681,16398,3283,5.35,36.24,93.89,9349,43.22,40.33,18.84,26742,85.94,72.29,30.81,54.23,48.57,57.99,97.63,2.56,0.641,34.17,9074,21.72,50.85,12087552.51,5267270.67,58.51,22.35,45.32,61.2,93.08,94.58,88.76,5982593.08,98.41,148.98,89.73,23.34,66.4,43.9,59.91,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
7340,Guangdong,Guiyang,Historical_Cultural_City,Autumn,Humid,Mountain_Adventure_Event,Airport_Shuttle,14928,13420,1508,7.76,32.17,56.03,5499,81.78,84.47,40.59,12450,37.67,46.68,41.98,21.29,57.24,39.65,86.23,2.72,0.272,72.91,12431,10.5,55.71,13179546.03,1479106.96,73.7,19.73,26.69,76.43,72.97,28,50.93,5071223.69,66.72,83.34,56.18,36.61,61.18,34,44.69,Low,Infrastructure_Focused,Increase_Public_Facilities
7341,Hubei,Nanchang,Historical_Cultural_City,Chinese_New_Year,Cloudy,No_Major_Event,Metro_Service,85793,79628,6165,4.95,40.63,95,7447,22.12,27.43,36.14,39667,75.07,81.33,55.15,95.06,58.03,67.34,80.92,3.78,0.197,43.83,1567,37.59,105.6,2736659.86,3357540.53,61.08,9.01,56.61,74.36,94.7,22.38,96.13,3319748.21,35.77,43.83,86.6,85.61,34.59,56.12,79.14,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
7342,Tibet,Shanghai,Eco_Tourism_Zone,Autumn,Rainy,Food_Tourism_Festival,Ferry_Service,20685,17227,3458,5.31,52.72,63.36,5320,94.73,86.2,71.8,31589,75.84,69.12,54.74,45.08,65.91,82.66,97.87,4.17,0.265,98.92,4106,46.09,45.94,3530613.6,6146831.28,52.28,32.87,57.83,88.73,89.4,40.51,34.45,723627.81,66.93,44.32,30.54,69.6,51.53,46,52.36,Moderate,Promotion_Focused,Increase_Promotion_Investment
7343,Beijing,Guangzhou,Mountain_Scenic_Area,Spring,Clear,Temple_Fair,Tourist_Bus,13756,10964,2792,7.52,24.93,88.6,1262,50.43,89.89,29.71,60993,74.81,25.81,65.07,48.78,64.6,63.53,64.5,4.84,0.416,46.54,48732,32.82,103.32,14971543.79,4555805.37,39.04,4.29,67.68,27.25,58.99,84.12,49.71,2411905.13,66.49,69.51,61.52,43.46,59.07,39.6,52.79,Low,Accommodation_Focused,Expand_Accommodation_Capacity
7344,Guangdong,Xiamen,Mountain_Scenic_Area,Dragon_Boat_Festival,Clear,No_Major_Event,Tourist_Bus,93002,87308,5694,5.01,53.99,51.09,6663,87.09,29.51,20.6,39274,34.03,33.73,55.11,72.78,50.68,74.59,82.94,3.61,0.34,26.72,49038,39.3,57.17,12511961.34,6543611.18,47.5,3.76,35.55,35.01,86.1,24.6,79.61,5475530.86,34.33,59.22,18.25,52.51,60.75,51.09,44.67,Moderate,Infrastructure_Focused,Increase_Public_Facilities
7345,Chongqing,Hangzhou,Pilgrimage_Tourism_Area,National_Day_Golden_Week,Rainy,Mountain_Adventure_Event,Shared_Bicycle,71096,56921,14175,2.71,22.23,96.77,5438,45.5,91.31,79.86,53711,94.71,82,53.37,45.76,90.71,35.76,63,4.34,0.424,67.53,16363,38.26,46.65,7802200.5,2086030.58,30.82,11.11,75.89,83.65,39.18,22.04,84.64,5342324.53,87.04,164.41,61.02,78.58,36.15,59.23,72.05,Moderate,Accommodation_Focused,Expand_Accommodation_Capacity
7346,Fujian,Xi_an,Coastal_Tourism_Zone,Labour_Day_Holiday,Clear,Coastal_Leisure_Event,Private_Car,27361,24789,2572,4.22,56.33,92.41,4392,76.55,79.63,64.81,58002,83.13,63.3,70.65,25.82,62.46,82.04,39.05,4.79,0.47,71.09,12955,43.23,85.35,14551136.56,6614226.5,50.93,25.01,96.06,40.84,58.43,13.94,31.32,6019112.88,34.95,167.35,69.29,90.02,75.06,52.14,70.36,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
7347,Sichuan,Chengdu,Rural_Tourism_Village,Winter,Cold,Lantern_Festival,Private_Car,101459,91279,10180,3.45,55.51,79.76,410,65.44,49.97,48.58,1432,79.33,38.97,51.35,62.42,35.38,70.04,44.9,4.13,0.657,11.64,30599,11.27,100.6,2377777.36,5665712.45,48.09,19.14,64.96,80.02,26.18,87.68,60.31,10531031.73,61.54,128.79,54.91,57.68,40.97,58.98,58.78,Moderate,Risk_Control_Allocation,Control_Crowd_Risk
7348,Beijing,Sanya,Historical_Cultural_City,Labour_Day_Holiday,Rainy,Food_Tourism_Festival,Airport_Shuttle,26661,19514,7147,2.17,41.68,93.84,3397,55.89,27.18,52.06,33835,24.17,16.46,39.56,66.47,59.86,81.67,80.25,2.8,0.522,81.5,6871,91.28,76.54,10452669.91,5104429.75,77.9,34.85,95.75,84.89,98.34,21.77,41.68,3736957.67,62.05,65.26,29.09,94.2,71.98,58.46,47.44,Moderate,Promotion_Focused,Increase_Promotion_Investment
7349,Shandong,Shanghai,Eco_Tourism_Zone,Spring,Rainy,Coastal_Leisure_Event,Ferry_Service,109600,83584,26016,2.5,28.33,74.77,3908,99.33,95.95,53.09,52777,88.63,87.4,94.11,91.14,92.99,46.21,99.46,3.3,0.607,80.77,17848,82.84,73.77,10599394.91,7315488.41,98.28,16.29,60.47,89.62,28.8,19.2,42.17,2042218.36,46.94,138.55,55.41,30.79,76.14,75.26,73.67,High,Public_Facility_Focused,Balanced_Public_Management
